250
3
46.16316 44.67135 16.52106
16.04197 15.75451 48.21765
31.15490 34.16641 46.81471
25.49564 33.06990 40.83866
38.20117 30.82334 21.56410
22.45774 55.51386 28.91137
36.46559 23.46453 31.52661
23.14781 30.28994 39.08659
42.60724 61.01552 45.76893
67.95775 30.69997 17.71668
50.30181 46.31418 39.21430
55.16619 62.63162 31.73337
16.56752 38.21406 31.80543
48.40520 42.16734 40.01109
34.45393 32.45911 31.99995
28.66089 38.69305 27.98228
32.92434 44.03009 33.31310
18.95486 24.70648 28.93855
37.82903 57.38806 34.93473
22.58306 41.45788 36.86607
43.46246 18.04779 53.90630
39.13276 28.82365 30.37360
15.29191 34.39227 46.38695
42.27017 33.81268 27.86492
42.73903 45.00644 48.41039
35.20430 32.10974 37.68753
33.22740 17.09279 50.26537
51.63248 32.33267 40.52003
36.38408 36.22969 33.02052
67.79304 33.62796 32.34897
40.96424 38.49518 22.03556
37.67436 25.95979 23.86801
58.32513 36.79412 45.07121
28.72843 24.52942 21.60836
12.67308 54.11761 31.02427
40.64588 21.83664 34.66658
32.52129 43.91373 24.87729
31.48684 24.16585 49.98197
52.18286 15.87264 11.28073
11.36417 15.93892 23.32836
18.42110 50.97078 12.52326
68.23389 29.85091 27.57463
15.89020 46.47713 62.28056
29.54246 20.35099 33.25153
40.64683 18.03543 52.37520
55.38998 35.68720 27.23806
25.31814 31.15799 31.61969
36.29351 56.73688 25.26750
25.93032 37.18605 32.11730
30.86972 13.63119 51.57745
49.78115 30.88803 20.26056
13.68306 41.50706 47.98762
46.67639 35.57369 29.20206
29.66737 49.45372 15.01411
41.49843 34.37641 22.89635
49.94587 28.78484 10.64078
13.52400 44.74305 29.89393
37.63614 14.79023 44.03438
35.81951 52.40952 61.41312
38.83606 16.18102 26.04130
55.65720 43.42663 51.77197
38.37393 42.50426 25.09081
18.93636 20.13003 38.42228
28.91987 33.89804 48.95811
39.67804 30.56098 21.37110
33.00040 35.02211 57.54113
37.17925 19.01946 38.55175
56.76899 31.55750 54.41206
56.82863 62.13823 32.83195
34.34480 36.61024 35.88048
32.85871 50.23131 47.76384
18.33373 65.63889 52.71388
48.13692 45.40742 33.00997
58.76071 39.65676 45.27593
48.85423 35.95528 52.41905
18.34036 28.19433 41.87668
31.87766 21.20091 43.70797
61.12255 53.27419 46.12106
32.73659 41.52053 56.29963
21.04391 34.82553 50.44448
28.59865 36.00609 45.50623
56.65425 56.85147 48.22650
55.59981 34.83701 32.03817
29.78217 37.93590 35.24405
24.75726 56.31232 23.35764
28.04781 48.62344 18.06370
53.29975 51.39501 43.59803
47.37876 45.59351 20.60594
30.36776 44.06885 42.85366
19.98386 22.90628 27.91656
19.33972 27.96979 38.10450
26.17527 19.95398 35.83526
32.11503 19.21636 26.95764
58.01739 20.34716 31.44364
29.57920 28.35976 23.35481
43.55454 37.57136 49.35361
40.50284 36.91545 23.62398
43.12691 52.34768 21.93435
31.06484 43.61437 54.79617
34.51998 37.07354 28.02495
37.53406 33.51279 45.49101
18.39456 33.09591 17.97845
54.50181 47.01812 36.50638
44.36089 43.36290 16.47797
31.11537 23.26419 38.24330
47.98989 40.65909 35.45239
26.85890 50.84382 68.63514
21.02016 56.66188 27.71022
30.05958 19.69505 24.52396
32.86118 26.65693 51.74877
43.36000 42.78635 42.82486
62.17905 27.01156 56.66223
32.78239 15.81986 20.88117
26.75863 55.88450 55.14974
35.24691 31.38428 31.18028
24.50720 17.46571 27.82162
50.40228 36.82390 36.25220
20.08107 37.46388 39.04747
58.05797 32.19421 44.70199
58.17575 55.74547 39.26488
27.33859 18.98250 17.84818
55.19937 21.02812 60.55697
28.77593 11.89820 49.36523
36.44979 47.28665 61.03472
49.59229 37.57217 39.07736
23.23732 45.52611 14.64914
26.40544 31.97044 23.05325
47.66786 21.84973 23.40055
44.67921 34.39168 25.83300
59.93078 45.43047 31.56679
49.57110 56.48947 31.18130
37.08752 31.85639 39.34891
58.63283 48.94436 35.59347
17.44365 39.64387 51.21080
42.49699 64.79830 32.70010
29.87136 37.95822 29.77506
28.24821 54.38205 33.82278
63.63063 32.35416 40.22718
42.48836 51.05659 24.23209
44.53606 33.48816 60.20813
32.94674 37.37565 18.11006
24.00651 18.84471 25.73092
63.42335 24.66373 40.08308
54.28162 34.81942 46.93768
60.08300 43.94192 29.55273
32.68045 40.51462 57.45778
38.13766 22.78712 53.98353
46.56043 40.83650 23.55904
31.93788 28.08324 38.34948
17.50139 55.04901 55.16224
45.14526 31.35101 41.31755
61.90382 19.47219 40.81822
25.00423 39.91438 37.26357
33.19149 13.74580 33.98074
48.20041 27.29063 52.70699
22.69415 42.76529 48.13625
36.01338 47.21372 42.25884
30.53400 31.57907 48.90116
39.09525 57.82408 39.70519
16.92873 51.98221 30.10349
39.19426 32.00811 27.80332
34.87569 51.19022 31.01347
48.28771 39.65387 20.19482
56.68878 29.16428 26.02343
27.29924 28.89563 49.03112
35.14000 29.10049 56.94837
30.94585 38.90246 35.80121
59.72704 55.45291 38.51252
33.38388 41.12738 33.12042
54.70590 40.51260 21.96088
26.08992 58.93920 27.79633
29.82533 27.01450 34.91459
25.97981 26.01824 47.62094
55.42869 27.56895 32.39924
16.77807 53.95491 34.06241
31.61678 47.18219 42.90227
19.36628 29.86127 40.06762
35.91509 53.89592 46.81795
43.73972 17.35592 49.19621
14.53832 41.73941 37.83258
43.78119 53.88906 27.26747
32.44043 35.76846 52.62413
23.75045 43.92620 24.82007
13.77966 41.78460 28.79263
30.94804 54.49327 28.74676
26.91938 44.19738 22.17025
43.25595 39.24134 27.32285
46.47149 56.07038 39.21342
27.72150 37.78853 31.34550
33.50978 29.30425 29.00887
31.98582 32.64824 53.19117
57.40318 39.14679 48.75783
16.89809 39.89083 45.16940
20.59202 50.67783 18.91395
18.23089 44.50428 32.02780
32.33938 22.94166 47.70435
15.23525 43.08050 40.82595
46.80540 29.80869 40.16462
50.20248 28.88584 21.14018
43.65067 20.96718 28.46923
54.46992 20.96335 58.50974
27.83147 27.47144 49.56115
60.70234 19.53393 35.04801
35.22823 34.14510 19.87032
48.73233 36.06313 59.29145
17.56978 15.79913 46.18049
18.50404 55.89833 38.67062
15.85946 37.48163 23.70307
38.71378 48.50090 31.22692
38.74047 23.99128 40.51856
34.36871 43.56213 43.06863
39.37289 37.16117 51.23673
53.31940 21.36539 58.67341
19.59411 41.87038 30.74410
39.59770 30.88851 47.32025
47.53347 38.44295 43.87875
40.36166 29.88643 25.34186
29.24189 29.48245 32.07642
57.87017 58.44647 22.28743
22.46974 55.61309 26.11583
32.19357 61.52155 14.75156
34.87783 42.71082 17.89385
53.56265 49.67985 25.39887
42.00314 39.28098 31.30791
15.93348 15.00693 64.15902
52.15881 37.80681 37.92934
24.17976 22.37437 34.25412
32.52391 18.70599 25.79359
12.16429 25.08350 36.54413
40.19180 52.26579 56.11741
29.82951 27.61831 27.43808
23.71504 36.84136 52.54434
32.28762 51.72881 15.31696
20.43150 38.13179 50.11156
41.21761 51.41954 45.59453
39.15349 15.35537 39.11293
17.43210 36.15765 31.63477
36.93361 21.85881 59.21023
44.50910 18.37039 19.63160
63.01791 46.25163 25.49962
44.18185 46.63405 25.62452
23.91144 33.34445 34.11762
30.64570 29.41940 51.31107
31.87505 29.38832 29.43403
46.15076 14.36952 29.29843
23.59883 42.58238 32.99136
36.43457 42.75647 41.69122
14.87480 67.62237 50.61737
34.18032 35.84270 43.90702
55.65231 31.60729 44.33385
